Id;Date;Year;Month;Year_Month_Number;Year_Month_Name;Day;Day_Name;Day_Name_Short;Month_Name;Month_Name_Short;Quarter;Quarter_Name;Year_Quarter_Number;Year_Quarter_Name;Week_Number;Day_of_Year;Singular_Day;Name_Singular_Day
924;7/13/2022;2022;7;202207;2022-Jul;13;Wednesday;Wed;July;Jul;3;Q3;2022Q;2022 Q3;28;194;NORMAL;NORMAL
925;7/14/2022;2022;7;202207;2022-Jul;14;Thursday;Thu;July;Jul;3;Q3;2022Q;2022 Q3;28;195;NORMAL;NORMAL
926;7/15/2022;2022;7;202207;2022-Jul;15;Friday;Fri;July;Jul;3;Q3;2022Q;2022 Q3;28;196;NORMAL;NORMAL
927;7/16/2022;2022;7;202207;2022-Jul;16;Saturday;Sat;July;Jul;3;Q3;2022Q;2022 Q3;28;197;NORMAL;NORMAL
928;7/17/2022;2022;7;202207;2022-Jul;17;Sunday;Sun;July;Jul;3;Q3;2022Q;2022 Q3;28;198;NORMAL;NORMAL
929;7/18/2022;2022;7;202207;2022-Jul;18;Monday;Mon;July;Jul;3;Q3;2022Q;2022 Q3;29;199;NORMAL;NORMAL
930;7/19/2022;2022;7;202207;2022-Jul;19;Tuesday;Tue;July;Jul;3;Q3;2022Q;2022 Q3;29;200;NORMAL;NORMAL
931;7/20/2022;2022;7;202207;2022-Jul;20;Wednesday;Wed;July;Jul;3;Q3;2022Q;2022 Q3;29;201;NORMAL;NORMAL
932;7/21/2022;2022;7;202207;2022-Jul;21;Thursday;Thu;July;Jul;3;Q3;2022Q;2022 Q3;29;202;NORMAL;NORMAL
933;7/22/2022;2022;7;202207;2022-Jul;22;Friday;Fri;July;Jul;3;Q3;2022Q;2022 Q3;29;203;NORMAL;NORMAL
934;7/23/2022;2022;7;202207;2022-Jul;23;Saturday;Sat;July;Jul;3;Q3;2022Q;2022 Q3;29;204;NORMAL;NORMAL
935;7/24/2022;2022;7;202207;2022-Jul;24;Sunday;Sun;July;Jul;3;Q3;2022Q;2022 Q3;29;205;NORMAL;NORMAL
936;7/25/2022;2022;7;202207;2022-Jul;25;Monday;Mon;July;Jul;3;Q3;2022Q;2022 Q3;30;206;NORMAL;NORMAL
937;7/26/2022;2022;7;202207;2022-Jul;26;Tuesday;Tue;July;Jul;3;Q3;2022Q;2022 Q3;30;207;NORMAL;NORMAL
938;7/27/2022;2022;7;202207;2022-Jul;27;Wednesday;Wed;July;Jul;3;Q3;2022Q;2022 Q3;30;208;NORMAL;NORMAL
939;7/28/2022;2022;7;202207;2022-Jul;28;Thursday;Thu;July;Jul;3;Q3;2022Q;2022 Q3;30;209;NORMAL;NORMAL
940;7/29/2022;2022;7;202207;2022-Jul;29;Friday;Fri;July;Jul;3;Q3;2022Q;2022 Q3;30;210;NORMAL;NORMAL
941;7/30/2022;2022;7;202207;2022-Jul;30;Saturday;Sat;July;Jul;3;Q3;2022Q;2022 Q3;30;211;NORMAL;NORMAL
942;7/31/2022;2022;7;202207;2022-Jul;31;Sunday;Sun;July;Jul;3;Q3;2022Q;2022 Q3;30;212;NORMAL;NORMAL
943;8/1/2022;2022;8;202208;2022-Aug;1;Monday;Mon;August;Aug;3;Q3;2022Q;2022 Q3;31;213;NORMAL;NORMAL
944;8/2/2022;2022;8;202208;2022-Aug;2;Tuesday;Tue;August;Aug;3;Q3;2022Q;2022 Q3;31;214;NORMAL;NORMAL
945;8/3/2022;2022;8;202208;2022-Aug;3;Wednesday;Wed;August;Aug;3;Q3;2022Q;2022 Q3;31;215;NORMAL;NORMAL
946;8/4/2022;2022;8;202208;2022-Aug;4;Thursday;Thu;August;Aug;3;Q3;2022Q;2022 Q3;31;216;NORMAL;NORMAL
947;8/5/2022;2022;8;202208;2022-Aug;5;Friday;Fri;August;Aug;3;Q3;2022Q;2022 Q3;31;217;NORMAL;NORMAL
948;8/6/2022;2022;8;202208;2022-Aug;6;Saturday;Sat;August;Aug;3;Q3;2022Q;2022 Q3;31;218;NORMAL;NORMAL
949;8/7/2022;2022;8;202208;2022-Aug;7;Sunday;Sun;August;Aug;3;Q3;2022Q;2022 Q3;31;219;NORMAL;NORMAL
950;8/8/2022;2022;8;202208;2022-Aug;8;Monday;Mon;August;Aug;3;Q3;2022Q;2022 Q3;32;220;NORMAL;NORMAL
951;8/9/2022;2022;8;202208;2022-Aug;9;Tuesday;Tue;August;Aug;3;Q3;2022Q;2022 Q3;32;221;NORMAL;NORMAL
952;8/10/2022;2022;8;202208;2022-Aug;10;Wednesday;Wed;August;Aug;3;Q3;2022Q;2022 Q3;32;222;NORMAL;NORMAL
953;8/11/2022;2022;8;202208;2022-Aug;11;Thursday;Thu;August;Aug;3;Q3;2022Q;2022 Q3;32;223;NORMAL;NORMAL
954;8/12/2022;2022;8;202208;2022-Aug;12;Friday;Fri;August;Aug;3;Q3;2022Q;2022 Q3;32;224;NORMAL;NORMAL
955;8/13/2022;2022;8;202208;2022-Aug;13;Saturday;Sat;August;Aug;3;Q3;2022Q;2022 Q3;32;225;NORMAL;NORMAL
956;8/14/2022;2022;8;202208;2022-Aug;14;Sunday;Sun;August;Aug;3;Q3;2022Q;2022 Q3;32;226;NORMAL;NORMAL
957;8/15/2022;2022;8;202208;2022-Aug;15;Monday;Mon;August;Aug;3;Q3;2022Q;2022 Q3;33;227;NORMAL;NORMAL
958;8/16/2022;2022;8;202208;2022-Aug;16;Tuesday;Tue;August;Aug;3;Q3;2022Q;2022 Q3;33;228;NORMAL;NORMAL
959;8/17/2022;2022;8;202208;2022-Aug;17;Wednesday;Wed;August;Aug;3;Q3;2022Q;2022 Q3;33;229;NORMAL;NORMAL
960;8/18/2022;2022;8;202208;2022-Aug;18;Thursday;Thu;August;Aug;3;Q3;2022Q;2022 Q3;33;230;NORMAL;NORMAL
961;8/19/2022;2022;8;202208;2022-Aug;19;Friday;Fri;August;Aug;3;Q3;2022Q;2022 Q3;33;231;NORMAL;NORMAL
962;8/20/2022;2022;8;202208;2022-Aug;20;Saturday;Sat;August;Aug;3;Q3;2022Q;2022 Q3;33;232;NORMAL;NORMAL
963;8/21/2022;2022;8;202208;2022-Aug;21;Sunday;Sun;August;Aug;3;Q3;2022Q;2022 Q3;33;233;NORMAL;NORMAL
964;8/22/2022;2022;8;202208;2022-Aug;22;Monday;Mon;August;Aug;3;Q3;2022Q;2022 Q3;34;234;NORMAL;NORMAL
965;8/23/2022;2022;8;202208;2022-Aug;23;Tuesday;Tue;August;Aug;3;Q3;2022Q;2022 Q3;34;235;NORMAL;NORMAL
966;8/24/2022;2022;8;202208;2022-Aug;24;Wednesday;Wed;August;Aug;3;Q3;2022Q;2022 Q3;34;236;NORMAL;NORMAL
967;8/25/2022;2022;8;202208;2022-Aug;25;Thursday;Thu;August;Aug;3;Q3;2022Q;2022 Q3;34;237;NORMAL;NORMAL
968;8/26/2022;2022;8;202208;2022-Aug;26;Friday;Fri;August;Aug;3;Q3;2022Q;2022 Q3;34;238;NORMAL;NORMAL
969;8/27/2022;2022;8;202208;2022-Aug;27;Saturday;Sat;August;Aug;3;Q3;2022Q;2022 Q3;34;239;NORMAL;NORMAL
970;8/28/2022;2022;8;202208;2022-Aug;28;Sunday;Sun;August;Aug;3;Q3;2022Q;2022 Q3;34;240;NORMAL;NORMAL
971;8/29/2022;2022;8;202208;2022-Aug;29;Monday;Mon;August;Aug;3;Q3;2022Q;2022 Q3;35;241;NORMAL;NORMAL
972;8/30/2022;2022;8;202208;2022-Aug;30;Tuesday;Tue;August;Aug;3;Q3;2022Q;2022 Q3;35;242;NORMAL;NORMAL
973;8/31/2022;2022;8;202208;2022-Aug;31;Wednesday;Wed;August;Aug;3;Q3;2022Q;2022 Q3;35;243;NORMAL;NORMAL
974;9/1/2022;2022;9;202209;2022-Sep;1;Thursday;Thu;September;Sep;3;Q3;2022Q;2022 Q3;35;244;NORMAL;NORMAL
975;9/2/2022;2022;9;202209;2022-Sep;2;Friday;Fri;September;Sep;3;Q3;2022Q;2022 Q3;35;245;NORMAL;NORMAL
976;9/3/2022;2022;9;202209;2022-Sep;3;Saturday;Sat;September;Sep;3;Q3;2022Q;2022 Q3;35;246;NORMAL;NORMAL
977;9/4/2022;2022;9;202209;2022-Sep;4;Sunday;Sun;September;Sep;3;Q3;2022Q;2022 Q3;35;247;NORMAL;NORMAL
978;9/5/2022;2022;9;202209;2022-Sep;5;Monday;Mon;September;Sep;3;Q3;2022Q;2022 Q3;36;248;NORMAL;NORMAL
979;9/6/2022;2022;9;202209;2022-Sep;6;Tuesday;Tue;September;Sep;3;Q3;2022Q;2022 Q3;36;249;NORMAL;NORMAL
980;9/7/2022;2022;9;202209;2022-Sep;7;Wednesday;Wed;September;Sep;3;Q3;2022Q;2022 Q3;36;250;NORMAL;NORMAL
981;9/8/2022;2022;9;202209;2022-Sep;8;Thursday;Thu;September;Sep;3;Q3;2022Q;2022 Q3;36;251;NORMAL;NORMAL
982;9/9/2022;2022;9;202209;2022-Sep;9;Friday;Fri;September;Sep;3;Q3;2022Q;2022 Q3;36;252;NORMAL;NORMAL
983;9/10/2022;2022;9;202209;2022-Sep;10;Saturday;Sat;September;Sep;3;Q3;2022Q;2022 Q3;36;253;NORMAL;NORMAL
984;9/11/2022;2022;9;202209;2022-Sep;11;Sunday;Sun;September;Sep;3;Q3;2022Q;2022 Q3;36;254;NORMAL;NORMAL
985;9/12/2022;2022;9;202209;2022-Sep;12;Monday;Mon;September;Sep;3;Q3;2022Q;2022 Q3;37;255;NORMAL;NORMAL
986;9/13/2022;2022;9;202209;2022-Sep;13;Tuesday;Tue;September;Sep;3;Q3;2022Q;2022 Q3;37;256;NORMAL;NORMAL
987;9/14/2022;2022;9;202209;2022-Sep;14;Wednesday;Wed;September;Sep;3;Q3;2022Q;2022 Q3;37;257;NORMAL;NORMAL
988;9/15/2022;2022;9;202209;2022-Sep;15;Thursday;Thu;September;Sep;3;Q3;2022Q;2022 Q3;37;258;NORMAL;NORMAL
989;9/16/2022;2022;9;202209;2022-Sep;16;Friday;Fri;September;Sep;3;Q3;2022Q;2022 Q3;37;259;NORMAL;NORMAL
990;9/17/2022;2022;9;202209;2022-Sep;17;Saturday;Sat;September;Sep;3;Q3;2022Q;2022 Q3;37;260;NORMAL;NORMAL
991;9/18/2022;2022;9;202209;2022-Sep;18;Sunday;Sun;September;Sep;3;Q3;2022Q;2022 Q3;37;261;NORMAL;NORMAL
992;9/19/2022;2022;9;202209;2022-Sep;19;Monday;Mon;September;Sep;3;Q3;2022Q;2022 Q3;38;262;NORMAL;NORMAL
993;9/20/2022;2022;9;202209;2022-Sep;20;Tuesday;Tue;September;Sep;3;Q3;2022Q;2022 Q3;38;263;NORMAL;NORMAL
994;9/21/2022;2022;9;202209;2022-Sep;21;Wednesday;Wed;September;Sep;3;Q3;2022Q;2022 Q3;38;264;NORMAL;NORMAL
995;9/22/2022;2022;9;202209;2022-Sep;22;Thursday;Thu;September;Sep;3;Q3;2022Q;2022 Q3;38;265;NORMAL;NORMAL
996;9/23/2022;2022;9;202209;2022-Sep;23;Friday;Fri;September;Sep;3;Q3;2022Q;2022 Q3;38;266;NORMAL;NORMAL
997;9/24/2022;2022;9;202209;2022-Sep;24;Saturday;Sat;September;Sep;3;Q3;2022Q;2022 Q3;38;267;NORMAL;NORMAL
998;9/25/2022;2022;9;202209;2022-Sep;25;Sunday;Sun;September;Sep;3;Q3;2022Q;2022 Q3;38;268;NORMAL;NORMAL
999;9/26/2022;2022;9;202209;2022-Sep;26;Monday;Mon;September;Sep;3;Q3;2022Q;2022 Q3;39;269;NORMAL;NORMAL
1000;9/27/2022;2022;9;202209;2022-Sep;27;Tuesday;Tue;September;Sep;3;Q3;2022Q;2022 Q3;39;270;NORMAL;NORMAL
1001;9/28/2022;2022;9;202209;2022-Sep;28;Wednesday;Wed;September;Sep;3;Q3;2022Q;2022 Q3;39;271;NORMAL;NORMAL
1002;9/29/2022;2022;9;202209;2022-Sep;29;Thursday;Thu;September;Sep;3;Q3;2022Q;2022 Q3;39;272;NORMAL;NORMAL
1003;9/30/2022;2022;9;202209;2022-Sep;30;Friday;Fri;September;Sep;3;Q3;2022Q;2022 Q3;39;273;NORMAL;NORMAL
1004;10/1/2022;2022;10;202210;2022-Oct;1;Saturday;Sat;October;Oct;4;Q4;2022Q;2022 Q4;39;274;NORMAL;NORMAL
1005;10/2/2022;2022;10;202210;2022-Oct;2;Sunday;Sun;October;Oct;4;Q4;2022Q;2022 Q4;39;275;NORMAL;NORMAL
1006;10/3/2022;2022;10;202210;2022-Oct;3;Monday;Mon;October;Oct;4;Q4;2022Q;2022 Q4;40;276;NORMAL;NORMAL
1007;10/4/2022;2022;10;202210;2022-Oct;4;Tuesday;Tue;October;Oct;4;Q4;2022Q;2022 Q4;40;277;NORMAL;NORMAL
1008;10/5/2022;2022;10;202210;2022-Oct;5;Wednesday;Wed;October;Oct;4;Q4;2022Q;2022 Q4;40;278;NORMAL;NORMAL
1009;10/6/2022;2022;10;202210;2022-Oct;6;Thursday;Thu;October;Oct;4;Q4;2022Q;2022 Q4;40;279;NORMAL;NORMAL
1010;10/7/2022;2022;10;202210;2022-Oct;7;Friday;Fri;October;Oct;4;Q4;2022Q;2022 Q4;40;280;NORMAL;NORMAL
1011;10/8/2022;2022;10;202210;2022-Oct;8;Saturday;Sat;October;Oct;4;Q4;2022Q;2022 Q4;40;281;NORMAL;NORMAL
1012;10/9/2022;2022;10;202210;2022-Oct;9;Sunday;Sun;October;Oct;4;Q4;2022Q;2022 Q4;40;282;NORMAL;NORMAL
1013;10/10/2022;2022;10;202210;2022-Oct;10;Monday;Mon;October;Oct;4;Q4;2022Q;2022 Q4;41;283;NORMAL;NORMAL
1014;10/11/2022;2022;10;202210;2022-Oct;11;Tuesday;Tue;October;Oct;4;Q4;2022Q;2022 Q4;41;284;NORMAL;NORMAL
1015;10/12/2022;2022;10;202210;2022-Oct;12;Wednesday;Wed;October;Oct;4;Q4;2022Q;2022 Q4;41;285;NORMAL;NORMAL
1016;10/13/2022;2022;10;202210;2022-Oct;13;Thursday;Thu;October;Oct;4;Q4;2022Q;2022 Q4;41;286;NORMAL;NORMAL
1017;10/14/2022;2022;10;202210;2022-Oct;14;Friday;Fri;October;Oct;4;Q4;2022Q;2022 Q4;41;287;NORMAL;NORMAL
1018;10/15/2022;2022;10;202210;2022-Oct;15;Saturday;Sat;October;Oct;4;Q4;2022Q;2022 Q4;41;288;NORMAL;NORMAL
1019;10/16/2022;2022;10;202210;2022-Oct;16;Sunday;Sun;October;Oct;4;Q4;2022Q;2022 Q4;41;289;NORMAL;NORMAL
1020;10/17/2022;2022;10;202210;2022-Oct;17;Monday;Mon;October;Oct;4;Q4;2022Q;2022 Q4;42;290;NORMAL;NORMAL
1021;10/18/2022;2022;10;202210;2022-Oct;18;Tuesday;Tue;October;Oct;4;Q4;2022Q;2022 Q4;42;291;NORMAL;NORMAL
1022;10/19/2022;2022;10;202210;2022-Oct;19;Wednesday;Wed;October;Oct;4;Q4;2022Q;2022 Q4;42;292;NORMAL;NORMAL
1023;10/20/2022;2022;10;202210;2022-Oct;20;Thursday;Thu;October;Oct;4;Q4;2022Q;2022 Q4;42;293;NORMAL;NORMAL
1024;10/21/2022;2022;10;202210;2022-Oct;21;Friday;Fri;October;Oct;4;Q4;2022Q;2022 Q4;42;294;NORMAL;NORMAL
1025;10/22/2022;2022;10;202210;2022-Oct;22;Saturday;Sat;October;Oct;4;Q4;2022Q;2022 Q4;42;295;NORMAL;NORMAL
1026;10/23/2022;2022;10;202210;2022-Oct;23;Sunday;Sun;October;Oct;4;Q4;2022Q;2022 Q4;42;296;NORMAL;NORMAL
1027;10/24/2022;2022;10;202210;2022-Oct;24;Monday;Mon;October;Oct;4;Q4;2022Q;2022 Q4;43;297;NORMAL;NORMAL
1028;10/25/2022;2022;10;202210;2022-Oct;25;Tuesday;Tue;October;Oct;4;Q4;2022Q;2022 Q4;43;298;NORMAL;NORMAL
1029;10/26/2022;2022;10;202210;2022-Oct;26;Wednesday;Wed;October;Oct;4;Q4;2022Q;2022 Q4;43;299;NORMAL;NORMAL
1030;10/27/2022;2022;10;202210;2022-Oct;27;Thursday;Thu;October;Oct;4;Q4;2022Q;2022 Q4;43;300;NORMAL;NORMAL
1031;10/28/2022;2022;10;202210;2022-Oct;28;Friday;Fri;October;Oct;4;Q4;2022Q;2022 Q4;43;301;NORMAL;NORMAL
1032;10/29/2022;2022;10;202210;2022-Oct;29;Saturday;Sat;October;Oct;4;Q4;2022Q;2022 Q4;43;302;NORMAL;NORMAL
1033;10/30/2022;2022;10;202210;2022-Oct;30;Sunday;Sun;October;Oct;4;Q4;2022Q;2022 Q4;43;303;NORMAL;NORMAL
1034;10/31/2022;2022;10;202210;2022-Oct;31;Monday;Mon;October;Oct;4;Q4;2022Q;2022 Q4;44;304;NORMAL;NORMAL
1035;11/1/2022;2022;11;202211;2022-Nov;1;Tuesday;Tue;November;Nov;4;Q4;2022Q;2022 Q4;44;305;NORMAL;NORMAL
1036;11/2/2022;2022;11;202211;2022-Nov;2;Wednesday;Wed;November;Nov;4;Q4;2022Q;2022 Q4;44;306;NORMAL;NORMAL
1037;11/3/2022;2022;11;202211;2022-Nov;3;Thursday;Thu;November;Nov;4;Q4;2022Q;2022 Q4;44;307;NORMAL;NORMAL
1038;11/4/2022;2022;11;202211;2022-Nov;4;Friday;Fri;November;Nov;4;Q4;2022Q;2022 Q4;44;308;NORMAL;NORMAL
1039;11/5/2022;2022;11;202211;2022-Nov;5;Saturday;Sat;November;Nov;4;Q4;2022Q;2022 Q4;44;309;NORMAL;NORMAL
1040;11/6/2022;2022;11;202211;2022-Nov;6;Sunday;Sun;November;Nov;4;Q4;2022Q;2022 Q4;44;310;NORMAL;NORMAL
1041;11/7/2022;2022;11;202211;2022-Nov;7;Monday;Mon;November;Nov;4;Q4;2022Q;2022 Q4;45;311;NORMAL;NORMAL
1042;11/8/2022;2022;11;202211;2022-Nov;8;Tuesday;Tue;November;Nov;4;Q4;2022Q;2022 Q4;45;312;NORMAL;NORMAL
1043;11/9/2022;2022;11;202211;2022-Nov;9;Wednesday;Wed;November;Nov;4;Q4;2022Q;2022 Q4;45;313;NORMAL;NORMAL
1044;11/10/2022;2022;11;202211;2022-Nov;10;Thursday;Thu;November;Nov;4;Q4;2022Q;2022 Q4;45;314;NORMAL;NORMAL
1045;11/11/2022;2022;11;202211;2022-Nov;11;Friday;Fri;November;Nov;4;Q4;2022Q;2022 Q4;45;315;NORMAL;NORMAL
1046;11/12/2022;2022;11;202211;2022-Nov;12;Saturday;Sat;November;Nov;4;Q4;2022Q;2022 Q4;45;316;NORMAL;NORMAL
1047;11/13/2022;2022;11;202211;2022-Nov;13;Sunday;Sun;November;Nov;4;Q4;2022Q;2022 Q4;45;317;NORMAL;NORMAL
1048;11/14/2022;2022;11;202211;2022-Nov;14;Monday;Mon;November;Nov;4;Q4;2022Q;2022 Q4;46;318;NORMAL;NORMAL
1049;11/15/2022;2022;11;202211;2022-Nov;15;Tuesday;Tue;November;Nov;4;Q4;2022Q;2022 Q4;46;319;NORMAL;NORMAL
1050;11/16/2022;2022;11;202211;2022-Nov;16;Wednesday;Wed;November;Nov;4;Q4;2022Q;2022 Q4;46;320;NORMAL;NORMAL
1051;11/17/2022;2022;11;202211;2022-Nov;17;Thursday;Thu;November;Nov;4;Q4;2022Q;2022 Q4;46;321;NORMAL;NORMAL
1052;11/18/2022;2022;11;202211;2022-Nov;18;Friday;Fri;November;Nov;4;Q4;2022Q;2022 Q4;46;322;NORMAL;NORMAL
1053;11/19/2022;2022;11;202211;2022-Nov;19;Saturday;Sat;November;Nov;4;Q4;2022Q;2022 Q4;46;323;NORMAL;NORMAL
1054;11/20/2022;2022;11;202211;2022-Nov;20;Sunday;Sun;November;Nov;4;Q4;2022Q;2022 Q4;46;324;NORMAL;NORMAL
1055;11/21/2022;2022;11;202211;2022-Nov;21;Monday;Mon;November;Nov;4;Q4;2022Q;2022 Q4;47;325;NORMAL;NORMAL
1056;11/22/2022;2022;11;202211;2022-Nov;22;Tuesday;Tue;November;Nov;4;Q4;2022Q;2022 Q4;47;326;NORMAL;NORMAL
1057;11/23/2022;2022;11;202211;2022-Nov;23;Wednesday;Wed;November;Nov;4;Q4;2022Q;2022 Q4;47;327;NORMAL;NORMAL
1058;11/24/2022;2022;11;202211;2022-Nov;24;Thursday;Thu;November;Nov;4;Q4;2022Q;2022 Q4;47;328;NORMAL;NORMAL
1059;11/25/2022;2022;11;202211;2022-Nov;25;Friday;Fri;November;Nov;4;Q4;2022Q;2022 Q4;47;329;SINGULAR;Black Friday
1060;11/26/2022;2022;11;202211;2022-Nov;26;Saturday;Sat;November;Nov;4;Q4;2022Q;2022 Q4;47;330;NORMAL;NORMAL
1061;11/27/2022;2022;11;202211;2022-Nov;27;Sunday;Sun;November;Nov;4;Q4;2022Q;2022 Q4;47;331;NORMAL;NORMAL
1062;11/28/2022;2022;11;202211;2022-Nov;28;Monday;Mon;November;Nov;4;Q4;2022Q;2022 Q4;48;332;NORMAL;NORMAL
1063;11/29/2022;2022;11;202211;2022-Nov;29;Tuesday;Tue;November;Nov;4;Q4;2022Q;2022 Q4;48;333;NORMAL;NORMAL
1064;11/30/2022;2022;11;202211;2022-Nov;30;Wednesday;Wed;November;Nov;4;Q4;2022Q;2022 Q4;48;334;NORMAL;NORMAL
1065;12/1/2022;2022;12;202212;2022-Dec;1;Thursday;Thu;December;Dec;4;Q4;2022Q;2022 Q4;48;335;NORMAL;NORMAL
1066;12/2/2022;2022;12;202212;2022-Dec;2;Friday;Fri;December;Dec;4;Q4;2022Q;2022 Q4;48;336;NORMAL;NORMAL
1067;12/3/2022;2022;12;202212;2022-Dec;3;Saturday;Sat;December;Dec;4;Q4;2022Q;2022 Q4;48;337;NORMAL;NORMAL
1068;12/4/2022;2022;12;202212;2022-Dec;4;Sunday;Sun;December;Dec;4;Q4;2022Q;2022 Q4;48;338;NORMAL;NORMAL
1069;12/5/2022;2022;12;202212;2022-Dec;5;Monday;Mon;December;Dec;4;Q4;2022Q;2022 Q4;49;339;NORMAL;NORMAL
1070;12/6/2022;2022;12;202212;2022-Dec;6;Tuesday;Tue;December;Dec;4;Q4;2022Q;2022 Q4;49;340;NORMAL;NORMAL
1071;12/7/2022;2022;12;202212;2022-Dec;7;Wednesday;Wed;December;Dec;4;Q4;2022Q;2022 Q4;49;341;NORMAL;NORMAL
1072;12/8/2022;2022;12;202212;2022-Dec;8;Thursday;Thu;December;Dec;4;Q4;2022Q;2022 Q4;49;342;NORMAL;NORMAL
1073;12/9/2022;2022;12;202212;2022-Dec;9;Friday;Fri;December;Dec;4;Q4;2022Q;2022 Q4;49;343;NORMAL;NORMAL
1074;12/10/2022;2022;12;202212;2022-Dec;10;Saturday;Sat;December;Dec;4;Q4;2022Q;2022 Q4;49;344;NORMAL;NORMAL
1075;12/11/2022;2022;12;202212;2022-Dec;11;Sunday;Sun;December;Dec;4;Q4;2022Q;2022 Q4;49;345;NORMAL;NORMAL
1076;12/12/2022;2022;12;202212;2022-Dec;12;Monday;Mon;December;Dec;4;Q4;2022Q;2022 Q4;50;346;NORMAL;NORMAL
1077;12/13/2022;2022;12;202212;2022-Dec;13;Tuesday;Tue;December;Dec;4;Q4;2022Q;2022 Q4;50;347;NORMAL;NORMAL
1078;12/14/2022;2022;12;202212;2022-Dec;14;Wednesday;Wed;December;Dec;4;Q4;2022Q;2022 Q4;50;348;NORMAL;NORMAL
1079;12/15/2022;2022;12;202212;2022-Dec;15;Thursday;Thu;December;Dec;4;Q4;2022Q;2022 Q4;50;349;NORMAL;NORMAL
1080;12/16/2022;2022;12;202212;2022-Dec;16;Friday;Fri;December;Dec;4;Q4;2022Q;2022 Q4;50;350;NORMAL;NORMAL
1081;12/17/2022;2022;12;202212;2022-Dec;17;Saturday;Sat;December;Dec;4;Q4;2022Q;2022 Q4;50;351;SINGULAR;Super Saturday
1082;12/18/2022;2022;12;202212;2022-Dec;18;Sunday;Sun;December;Dec;4;Q4;2022Q;2022 Q4;50;352;NORMAL;NORMAL
1083;12/19/2022;2022;12;202212;2022-Dec;19;Monday;Mon;December;Dec;4;Q4;2022Q;2022 Q4;51;353;NORMAL;NORMAL
1084;12/20/2022;2022;12;202212;2022-Dec;20;Tuesday;Tue;December;Dec;4;Q4;2022Q;2022 Q4;51;354;NORMAL;NORMAL
1085;12/21/2022;2022;12;202212;2022-Dec;21;Wednesday;Wed;December;Dec;4;Q4;2022Q;2022 Q4;51;355;NORMAL;NORMAL
1086;12/22/2022;2022;12;202212;2022-Dec;22;Thursday;Thu;December;Dec;4;Q4;2022Q;2022 Q4;51;356;NORMAL;NORMAL
1087;12/23/2022;2022;12;202212;2022-Dec;23;Friday;Fri;December;Dec;4;Q4;2022Q;2022 Q4;51;357;NORMAL;NORMAL
1088;12/24/2022;2022;12;202212;2022-Dec;24;Saturday;Sat;December;Dec;4;Q4;2022Q;2022 Q4;51;358;NORMAL;NORMAL
1089;12/25/2022;2022;12;202212;2022-Dec;25;Sunday;Sun;December;Dec;4;Q4;2022Q;2022 Q4;51;359;NORMAL;NORMAL
1090;12/26/2022;2022;12;202212;2022-Dec;26;Monday;Mon;December;Dec;4;Q4;2022Q;2022 Q4;52;360;NORMAL;NORMAL
1091;12/27/2022;2022;12;202212;2022-Dec;27;Tuesday;Tue;December;Dec;4;Q4;2022Q;2022 Q4;52;361;NORMAL;NORMAL
1092;12/28/2022;2022;12;202212;2022-Dec;28;Wednesday;Wed;December;Dec;4;Q4;2022Q;2022 Q4;52;362;NORMAL;NORMAL
1093;12/29/2022;2022;12;202212;2022-Dec;29;Thursday;Thu;December;Dec;4;Q4;2022Q;2022 Q4;52;363;NORMAL;NORMAL
1094;12/30/2022;2022;12;202212;2022-Dec;30;Friday;Fri;December;Dec;4;Q4;2022Q;2022 Q4;52;364;NORMAL;NORMAL
1095;12/31/2022;2022;12;202212;2022-Dec;31;Saturday;Sat;December;Dec;4;Q4;2022Q;2022 Q4;52;365;NORMAL;NORMAL
1096;1/1/2023;2023;1;202301;2023-Jan;1;Sunday;Sun;January;Jan;1;Q1;2023Q;2023 Q1;52;1;NORMAL;NORMAL
1097;1/2/2023;2023;1;202301;2023-Jan;2;Monday;Mon;January;Jan;1;Q1;2023Q;2023 Q1;1;2;NORMAL;NORMAL
1098;1/3/2023;2023;1;202301;2023-Jan;3;Tuesday;Tue;January;Jan;1;Q1;2023Q;2023 Q1;1;3;NORMAL;NORMAL
1099;1/4/2023;2023;1;202301;2023-Jan;4;Wednesday;Wed;January;Jan;1;Q1;2023Q;2023 Q1;1;4;NORMAL;NORMAL
1100;1/5/2023;2023;1;202301;2023-Jan;5;Thursday;Thu;January;Jan;1;Q1;2023Q;2023 Q1;1;5;NORMAL;NORMAL
1101;1/6/2023;2023;1;202301;2023-Jan;6;Friday;Fri;January;Jan;1;Q1;2023Q;2023 Q1;1;6;NORMAL;NORMAL
1102;1/7/2023;2023;1;202301;2023-Jan;7;Saturday;Sat;January;Jan;1;Q1;2023Q;2023 Q1;1;7;NORMAL;NORMAL
1103;1/8/2023;2023;1;202301;2023-Jan;8;Sunday;Sun;January;Jan;1;Q1;2023Q;2023 Q1;1;8;NORMAL;NORMAL
1104;1/9/2023;2023;1;202301;2023-Jan;9;Monday;Mon;January;Jan;1;Q1;2023Q;2023 Q1;2;9;NORMAL;NORMAL
1105;1/10/2023;2023;1;202301;2023-Jan;10;Tuesday;Tue;January;Jan;1;Q1;2023Q;2023 Q1;2;10;NORMAL;NORMAL
1106;1/11/2023;2023;1;202301;2023-Jan;11;Wednesday;Wed;January;Jan;1;Q1;2023Q;2023 Q1;2;11;NORMAL;NORMAL
